,Date,SOURCEURL,AvgTone,N_label,Label
203,2019-04-12,https://www.wkbn.com/news/national-world/trivago-commercial-pitchman-charged-with-driving-while-intoxicated/1919843718,-9.5900730707865,9.0,Employee_Health_And_Safety
205,2019-04-12,https://www.nbcnews.com/news/us-news/trivago-commercial-pitchman-timothy-williams-found-passed-out-car-traffic-n993811,-4.2105263157894806,9.0,Employee_Health_And_Safety
206,2019-04-13,https://www.kimberleybulletin.com/trending-now/trivago-guy-arrested-in-texas-for-drunk-driving/,-3.77358490566038,9.0,Employee_Health_And_Safety
207,2019-04-13,https://www.vicnews.com/trending-now/trivago-guy-arrested-in-texas-for-drunk-driving/,-3.79746835443038,9.0,Employee_Health_And_Safety
208,2019-04-13,https://www.cowichanvalleycitizen.com/trending-now/trivago-guy-arrested-in-texas-for-drunk-driving/,-3.77358490566038,9.0,Employee_Health_And_Safety
209,2019-04-13,https://www.cp24.com/news/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge-1.4378436,-3.87096774193549,9.0,Employee_Health_And_Safety
210,2019-04-13,https://www.wilx.com/content/news/Trivago-hotel-website-actor-arrested-in-Texas-on-DWI-charge-508521691.html,-3.84615384615385,9.0,Employee_Health_And_Safety
212,2019-04-13,https://wqad.com/2019/04/12/police-say-they-found-trivago-pitchman-passed-out-in-a-car-in-a-moving-lane-of-traffic/,-4.24794836818569,9.0,Employee_Health_And_Safety
213,2019-04-13,https://www.abbynews.com/trending-now/trivago-guy-arrested-in-texas-for-drunk-driving/,-3.79746835443038,9.0,Employee_Health_And_Safety
214,2019-04-13,https://www.freep.com/story/travel/news/2019/04/12/trivago-hotel-website-actor-timothy-williams-arrested-dwi-charge/3449865002/,-3.8935399225290497,9.0,Employee_Health_And_Safety
216,2019-04-14,https://www.nbcphiladelphia.com/news/national-international/Trivago-Actor-DWI-508500981.html,-3.08641975308642,9.0,Employee_Health_And_Safety
217,2019-04-14,https://panow.com/2019/04/14/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge-2/,-6.34920634920635,9.0,Employee_Health_And_Safety
218,2019-04-15,https://www.dailymail.co.uk/wires/ap/article-6916725/Trivago-hotel-website-actor-arrested-Texas-DWI-charge.html,-3.79146919431279,9.0,Employee_Health_And_Safety
220,2019-04-17,https://www.chron.com/news/houston-texas/houston/article/DWI-case-reset-for-Trivago-pitchman-13774431.php,-4.20821192877196,12.0,Management_Of_Legal_And_Regulatory_Framework
221,2019-04-17,https://www.mrt.com/news/houston-texas/houston/article/DWI-case-reset-for-Trivago-pitchman-13774431.php,-4.04568527918782,0.0,Business_Ethics
222,2019-04-18,https://www.marketscreener.com/RAKUTEN-INC-6814873/news/Rakuten-LIFULL-STAY-Offers-Japanese-Vacation-Rental-Inventories-to-trivago-28444754/,6.5173116089613,6.0,Customer_Welfare
223,2019-05-01,https://skift.com/2019/05/01/google-hotels-prompts-trivago-to-increase-advertising-in-50-global-markets/,1.69491525423729,4.0,Competitive_Behavior
226,2019-06-18,https://www.afaqs.com/news/story/55272_Is-anyone-missing-the-trivago-guy,3.02702702702703,3.0,Business_Model_Resilience
228,2019-06-20,https://www.law360.com/classaction/articles/1170970/cuban-hotel-owners-sue-trivago-over-confiscated-property,-2.67857142857142,4.0,Competitive_Behavior
229,2019-09-09,https://www.mediapost.com/publications/article/340434/trivago-prioritizes-search-rankings-for-advertiser.html,-1.37931034482759,4.0,Competitive_Behavior
230,2019-09-11,https://www.stuff.co.nz/business/world/115715516/trivago-defends-its-best-price-claim-best-isnt-always-cheapest-it-tells-australian-court,-2.35507246376811,4.0,Competitive_Behavior
231,2019-09-11,http://www.travelweekly.com.au/article/trivago-claims-best-isnt-always-cheapest-in-accc-court-case/,-3.97196261682243,4.0,Competitive_Behavior
233,2019-09-18,https://www.financialexpress.com/money/how-to-get-rich-fast-in-india-trivago-guy-abhinav-kumar-tips/1709734/,4.67980295566503,4.0,Competitive_Behavior
234,2019-11-05,https://www.finanznachrichten.de/nachrichten-2019-11/48088937-trivago-n-v-trivago-reports-strong-referral-revenue-growth-in-americas-in-q3-strengthens-alternative-accommodation-offering-399.htm,-1.23225378427627,18.0,Systemic_Risk_Management
235,2019-11-14,https://finance.yahoo.com/news/trivago-incoming-ceo-gets-busy-193053038.html,0.9794319294809,18.0,Systemic_Risk_Management
236,2019-11-15,https://skift.com/2019/11/14/trivagos-incoming-ceo-gets-busy-tweaking-its-advertising-strategy/,0.9794319294809,3.0,Business_Model_Resilience
237,2019-12-09,https://www.travelandleisure.com/travel-tips/travel-trends/holiday-travelers-increased-spending-money-time-trivago-data,5.13087049384019,11.0,Labor_Practices
240,2020-01-11,https://www.financialexpress.com/brandwagon/trivago-replaces-vaseline-to-emerge-as-the-most-advertised-brand-in-week-53-barc/1819959/,0.8421052631579,4.0,Competitive_Behavior
241,2020-01-12,https://www.indiantelevision.com/television/tv-channels/viewership/trivago-becomes-top-brand-in-2019s-final-week-rankings-of-barc-200112,-0.6410256410256379,4.0,Competitive_Behavior
242,2020-01-16,https://www.finanznachrichten.de/nachrichten-2020-01/48620723-trivago-n-v-more-than-80-of-tech-leaders-predict-economic-downturn-yet-are-optimistic-about-their-businesses-399.htm,1.9550916204609496,4.0,Competitive_Behavior
243,2020-01-20,https://www.news.com.au/travel/travel-advice/accommodation/trivago-fined-for-misleading-customers-on-pricing/news-story/30074634a8f3b90ddee445468a7216ce,-3.09278350515464,4.0,Competitive_Behavior
244,2020-01-20,https://www.miragenews.com/trivago-misled-consumers-about-hotel-room-rates/,-1.12994350282486,4.0,Competitive_Behavior
245,2020-01-20,https://www.afr.com/politics/federal/hotel-trivago-s-best-deals-were-for-advertisers-court-finds-20200121-p53t6r,-1.40845070422535,4.0,Competitive_Behavior
246,2020-01-20,https://www.9news.com.au/national/trivago-misled-customers-on-pricing-court/bc181b86-8481-4da5-aa06-5ab47bd6b0a9,-2.1297829194512503,4.0,Competitive_Behavior
247,2020-01-20,https://www.watoday.com.au/business/consumer-affairs/trivago-misled-consumers-in-favour-of-advertiser-dollars-federal-court-finds-20200120-p53t40.html,-1.64486813422983,4.0,Competitive_Behavior
248,2020-01-21,https://www.stuff.co.nz/business/118929391/trivago-misled-consumers-in-favour-of-advertiser-dollars-australian-court-finds,-1.8329938900203704,4.0,Competitive_Behavior
249,2020-01-21,https://www.zdnet.com/article/accc-declares-victory-after-federal-court-rules-trivago-misled-consumers/,-2.31182463683343,4.0,Competitive_Behavior
250,2020-01-21,https://www.cmo.com.au/article/670387/trivago-found-breach-australian-consumer-law-misleading-price-claims/,-3.35652755564613,4.0,Competitive_Behavior
251,2020-01-21,https://thenewdaily.com.au/life/travel/2020/01/21/trivago-pricing/,-2.96581165628008,4.0,Competitive_Behavior
252,2020-01-21,https://mumbrella.com.au/trivago-misled-consumers-66-8-of-the-time-by-favouring-highest-paying-advertisers-court-rules-613940,-0.62630480167015,4.0,Competitive_Behavior
253,2020-01-21,https://www.perthnow.com.au/news/consumer-protection/accc-wants-trivago-to-be-penalised-millions-for-misleading-customers-on-prices-ng-b881439161z,-4.552865749184769,4.0,Competitive_Behavior
254,2020-01-21,https://www.rnz.co.nz/news/national/407814/multiple-complaints-about-trivago-by-nz-holidaymakers,-7.69443200477683,12.0,Management_Of_Legal_And_Regulatory_Framework
256,2020-01-21,https://www.businessinsider.com.au/trivago-federal-court-breach-consumer-law-2020-1,-2.01834862385321,4.0,Competitive_Behavior
257,2020-01-23,https://www.cairnspost.com.au/travel/trivago-fined-for-misleading-customers-on-pricing/news-story/30074634a8f3b90ddee445468a7216ce?nk=b28839453b7d0a60005f4658bb592679-1579768406,-3.58565737051792,4.0,Competitive_Behavior
258,2020-01-29,https://www.coffscoastadvocate.com.au/news/trivago-misled-consumers-over-hotel-room-rates/3931518/,-1.62866449511401,4.0,Competitive_Behavior
259,2020-01-29,https://www.adgully.com/trivago-guy-makes-a-comeback-in-paytm-ad-what-makes-the-move-a-smart-one-90726.html,0.91954022988506,4.0,Competitive_Behavior
260,2020-02-01,https://www.financialexpress.com/brandwagon/lux-toilet-soap-races-ahead-of-trivago-to-emerge-as-the-most-advertised-brand-in-week-3-barc/1842829/,-0.8113590263691701,4.0,Competitive_Behavior
261,2020-02-04,https://www.warwickdailynews.com.au/news/buyer-beware-after-trivago-fallout/3936024/,-1.47980550045892,4.0,Competitive_Behavior
263,2020-02-11,https://www.houstonchronicle.com/news/houston-texas/houston/article/Harris-County-dismisses-DWI-case-against-Trivago-15047992.php,-5.035281545158809,0.0,Business_Ethics
264,2020-02-11,https://www.chron.com/news/houston-texas/houston/article/Harris-County-dismisses-DWI-case-against-Trivago-15047992.php,-5.0761421319797,0.0,Business_Ethics
265,2020-02-12,http://www.nydailynews.com/news/national/ny-trivago-actor-timothy-williams-drunk-driving-charge-texas-20200211-ouddayxqtfbfvpxqxjbqtnglya-story.html,-7.51173708920188,12.0,Management_Of_Legal_And_Regulatory_Framework
267,2020-02-27,https://cheddar.com/media/coronavirus-will-hurt-trivago-financials-but-wont-last-three-quarters,-3.2835820895522403,18.0,Systemic_Risk_Management
268,2020-05-18,https://finance.yahoo.com/news/back-future-trivago-shifts-strategy-224058562.html,-0.17226528854436,18.0,Systemic_Risk_Management
270,2020-06-16,https://www.benzinga.com/pressreleases/20/06/tr16260102/analysis-by-mckinsey-and-trivago-corona-is-changing-german-travel-habits,0.492819874167335,4.0,Competitive_Behavior
271,2020-06-17,https://finance.yahoo.com/news/analysis-mckinsey-trivago-corona-changing-070000266.html,0.49099836333879,18.0,Systemic_Risk_Management
272,2020-07-09,https://finance.yahoo.com/news/trivago-data-reveals-americans-appetite-130000311.html,1.68270003742546,18.0,Systemic_Risk_Management
273,2020-07-13,https://www.cnbc.com/2020/07/13/trivago-ceo-says-travel-has-fallen-as-us-coronavirus-cases-rise.html,-0.55147058823529,9.0,Employee_Health_And_Safety
274,2020-08-25,https://www.businessinsider.com/trivagos-ceo-facebook-twitter-have-got-working-from-home-wrong-2020-8,0.75949367088607,9.0,Employee_Health_And_Safety
275,2020-08-25,https://www.businessinsider.com/trivago-remote-working-office-model-challenge-facebook-twitter-2020-8,1.25874125874126,9.0,Employee_Health_And_Safety
276,2020-08-28,http://www.msn.com/en-us/lifestyle/career/why-fully-remote-working-is-doomed-to-fail-according-to-the-ceo-of-travel-giant-trivago/ar-BB18tcSv,0.6289308176100601,9.0,Employee_Health_And_Safety
277,2020-09-21,https://skift.com/2020/09/21/venture-firm-howzat-is-raising-120-million-to-find-the-next-trivago-or-airbnb/,0.7954545454545501,18.0,Systemic_Risk_Management
278,2020-11-04,https://www.byronnews.com.au/news/trivago-misled-consumers-over-best-deal/4132750/,-3.61842105263158,4.0,Competitive_Behavior
279,2020-11-05,https://www.travelweekly.com.au/article/trivago-loses-appeal-after-misleading-consumers-over-hotel-ads/,-2.42718446601942,4.0,Competitive_Behavior
